hz,b,c,ph,am,,,,
1817800000,-2.69E+01,-1.63E+02,-1.53E+01,1.61E+02,-1.55E+01,1.65E+02,-1.04E+01,1.73E+02
1822700000,-2.56E+01,-1.70E+02,-1.57E+01,1.15E+02,-1.50E+01,1.17E+02,-9.57E+00,1.04E+02
1827600000,-2.45E+01,1.79E+02,-1.55E+01,7.21E+01,-1.50E+01,6.68E+01,-9.32E+00,3.07E+01
1832500000,-2.39E+01,1.64E+02,-1.49E+01,2.33E+01,-1.56E+01,1.90E+01,-9.41E+00,-4.11E+01
1837400000,-2.37E+01,1.47E+02,-1.53E+01,-2.73E+01,-1.60E+01,-2.45E+01,-9.33E+00,-1.07E+02
1842300000,-2.39E+01,1.27E+02,-1.61E+01,-7.12E+01,-1.58E+01,-6.75E+01,-9.01E+00,-1.72E+02
1847200000,-2.45E+01,1.04E+02,-1.57E+01,-1.13E+02,-1.53E+01,-1.14E+02,-8.75E+00,1.19E+02
1852100000,-2.56E+01,7.86E+01,-1.52E+01,-1.63E+02,-1.53E+01,-1.64E+02,-9.21E+00,4.45E+01
1857000000,-2.72E+01,4.90E+01,-1.59E+01,1.47E+02,-1.59E+01,1.48E+02,-1.02E+01,-2.91E+01
1861900000,-2.94E+01,1.11E+01,-1.65E+01,1.04E+02,-1.65E+01,1.03E+02,-1.11E+01,-9.86E+01
1866800000,-3.12E+01,-3.63E+01,-1.64E+01,5.98E+01,-1.67E+01,5.96E+01,-1.15E+01,-1.65E+02
1871700000,-3.03E+01,-8.35E+01,-1.65E+01,1.17E+01,-1.66E+01,1.45E+01,-1.22E+01,1.27E+02
1876600000,-2.79E+01,-1.18E+02,-1.73E+01,-3.38E+01,-1.68E+01,-3.27E+01,-1.40E+01,5.64E+01
1881500000,-2.58E+01,-1.43E+02,-1.76E+01,-7.61E+01,-1.73E+01,-7.87E+01,-1.66E+01,-1.80E+01
1886400000,-2.43E+01,-1.64E+02,-1.76E+01,-1.20E+02,-1.78E+01,-1.22E+02,-1.88E+01,-9.22E+01
1891300000,-2.36E+01,1.78E+02,-1.79E+01,-1.65E+02,-1.81E+01,-1.65E+02,-2.11E+01,-1.59E+02
1896200000,-2.36E+01,1.60E+02,-1.82E+01,1.52E+02,-1.83E+01,1.52E+02,-2.69E+01,1.41E+02
1901100000,-2.43E+01,1.46E+02,-1.83E+01,1.11E+02,-1.85E+01,1.10E+02,-3.88E+01,-1.17E+02
1906000000,-2.47E+01,1.31E+02,-1.81E+01,6.75E+01,-1.82E+01,6.81E+01,-2.46E+01,-1.69E+02
1910900000,-2.60E+01,1.11E+02,-1.80E+01,2.44E+01,-1.79E+01,2.47E+01,-2.11E+01,1.26E+02
1915800000,-2.84E+01,9.06E+01,-1.76E+01,-1.96E+01,-1.76E+01,-2.01E+01,-1.89E+01,5.19E+01
1920700000,-3.22E+01,7.13E+01,-1.74E+01,-6.56E+01,-1.75E+01,-6.57E+01,-1.67E+01,-2.26E+01
1925600000,-3.84E+01,4.44E+01,-1.75E+01,-1.10E+02,-1.75E+01,-1.10E+02,-1.47E+01,-9.13E+01
1930500000,-4.75E+01,-7.16E+01,-1.72E+01,-1.54E+02,-1.73E+01,-1.54E+02,-1.31E+01,-1.57E+02
1935400000,-3.62E+01,-1.37E+02,-1.68E+01,1.60E+02,-1.68E+01,1.62E+02,-1.17E+01,1.36E+02
1940300000,-3.15E+01,-1.58E+02,-1.67E+01,1.13E+02,-1.62E+01,1.14E+02,-1.08E+01,6.53E+01
1945200000,-2.86E+01,-1.73E+02,-1.68E+01,6.79E+01,-1.64E+01,6.43E+01,-1.06E+01,-7.73E+00
1950100000,-2.66E+01,1.72E+02,-1.64E+01,2.19E+01,-1.68E+01,1.83E+01,-1.05E+01,-7.74E+01
1955000000,-2.53E+01,1.57E+02,-1.64E+01,-2.68E+01,-1.69E+01,-2.51E+01,-1.01E+01,-1.43E+02
1959900000,-2.45E+01,1.42E+02,-1.67E+01,-7.36E+01,-1.66E+01,-7.01E+01,-9.55E+00,1.52E+02
1964800000,-2.40E+01,1.26E+02,-1.68E+01,-1.18E+02,-1.63E+01,-1.19E+02,-9.29E+00,8.34E+01
1969700000,-2.38E+01,1.08E+02,-1.65E+01,-1.65E+02,-1.66E+01,-1.69E+02,-9.95E+00,9.68E+00
1974600000,-2.39E+01,8.77E+01,-1.70E+01,1.46E+02,-1.74E+01,1.45E+02,-1.09E+01,-6.19E+01
1979500000,-2.45E+01,6.43E+01,-1.78E+01,1.01E+02,-1.80E+01,1.03E+02,-1.14E+01,-1.29E+02
1984400000,-2.60E+01,3.97E+01,-1.81E+01,5.99E+01,-1.81E+01,6.10E+01,-1.14E+01,1.66E+02
1989300000,-2.70E+01,2.45E+01,-1.76E+01,1.58E+01,-1.75E+01,1.69E+01,-1.15E+01,9.83E+01
1994200000,-2.71E+01,-4.24E+00,-1.78E+01,-3.24E+01,-1.76E+01,-3.20E+01,-1.27E+01,2.60E+01
1999100000,-2.74E+01,-3.75E+01,-1.82E+01,-7.67E+01,-1.81E+01,-7.79E+01,-1.44E+01,-4.52E+01
2004000000,-2.71E+01,-7.07E+01,-1.83E+01,-1.21E+02,-1.85E+01,-1.21E+02,-1.57E+01,-1.14E+02
2008900000,-2.59E+01,-1.00E+02,-1.85E+01,-1.66E+02,-1.85E+01,-1.64E+02,-1.69E+01,-1.78E+02
2013800000,-2.44E+01,-1.25E+02,-1.87E+01,1.50E+02,-1.84E+01,1.51E+02,-1.91E+01,1.18E+02
2018700000,-2.30E+01,-1.46E+02,-1.89E+01,1.06E+02,-1.87E+01,1.05E+02,-2.35E+01,4.92E+01
2023600000,-2.21E+01,-1.65E+02,-1.90E+01,6.27E+01,-1.90E+01,6.06E+01,-2.94E+01,-4.20E+01
2028500000,-2.16E+01,1.79E+02,-1.91E+01,1.90E+01,-1.92E+01,1.79E+01,-3.19E+01,-1.51E+02
2033400000,-2.16E+01,1.63E+02,-1.91E+01,-2.44E+01,-1.92E+01,-2.53E+01,-3.44E+01,8.72E+01
2038300000,-2.20E+01,1.49E+02,-1.90E+01,-6.81E+01,-1.92E+01,-6.89E+01,-2.76E+01,-4.22E+01
2043200000,-2.24E+01,1.35E+02,-1.90E+01,-1.12E+02,-1.92E+01,-1.12E+02,-2.18E+01,-1.15E+02
2048100000,-2.30E+01,1.22E+02,-1.90E+01,-1.56E+02,-1.90E+01,-1.55E+02,-1.86E+01,-1.78E+02
2053000000,-2.37E+01,1.08E+02,-1.87E+01,1.60E+02,-1.86E+01,1.60E+02,-1.69E+01,1.15E+02
2057900000,-2.44E+01,9.48E+01,-1.85E+01,1.14E+02,-1.84E+01,1.14E+02,-1.58E+01,4.33E+01
2062800000,-2.54E+01,8.24E+01,-1.86E+01,6.87E+01,-1.85E+01,6.72E+01,-1.51E+01,-2.96E+01
2067700000,-2.63E+01,7.10E+01,-1.86E+01,2.49E+01,-1.88E+01,2.34E+01,-1.43E+01,-9.90E+01
2072600000,-2.76E+01,5.61E+01,-1.83E+01,-1.95E+01,-1.86E+01,-1.87E+01,-1.31E+01,-1.65E+02
2077500000,-3.09E+01,4.30E+01,-1.81E+01,-6.64E+01,-1.80E+01,-6.40E+01,-1.21E+01,1.28E+02
2082400000,-3.58E+01,4.37E+01,-1.83E+01,-1.11E+02,-1.78E+01,-1.12E+02,-1.18E+01,5.94E+01
2087300000,-4.16E+01,9.70E+01,-1.78E+01,-1.55E+02,-1.77E+01,-1.59E+02,-1.16E+01,-1.06E+01
2092200000,-3.37E+01,1.18E+02,-1.75E+01,1.55E+02,-1.79E+01,1.53E+02,-1.18E+01,-8.39E+01
2097100000,-3.09E+01,1.06E+02,-1.79E+01,1.07E+02,-1.83E+01,1.09E+02,-1.19E+01,-1.51E+02
2102000000,-2.91E+01,9.47E+01,-1.83E+01,6.24E+01,-1.82E+01,6.41E+01,-1.18E+01,1.44E+02
2106900000,-2.75E+01,7.42E+01,-1.83E+01,1.70E+01,-1.81E+01,1.65E+01,-1.22E+01,7.31E+01
2111800000,-2.69E+01,5.01E+01,-1.85E+01,-2.96E+01,-1.85E+01,-3.12E+01,-1.33E+01,-2.12E+00
2116700000,-2.70E+01,2.36E+01,-1.88E+01,-7.59E+01,-1.90E+01,-7.66E+01,-1.44E+01,-7.42E+01
2121600000,-2.85E+01,1.30E+00,-1.93E+01,-1.21E+02,-1.96E+01,-1.20E+02,-1.53E+01,-1.41E+02
2126500000,-2.73E+01,-7.94E+00,-1.95E+01,-1.63E+02,-1.96E+01,-1.61E+02,-1.65E+01,1.53E+02
2131400000,-2.51E+01,-3.67E+01,-1.95E+01,1.52E+02,-1.93E+01,1.54E+02,-1.84E+01,8.37E+01
2136300000,-2.36E+01,-6.75E+01,-1.97E+01,1.07E+02,-1.94E+01,1.07E+02,-2.14E+01,9.03E+00
2141200000,-2.21E+01,-9.65E+01,-1.98E+01,6.29E+01,-1.96E+01,6.19E+01,-2.41E+01,-6.98E+01
2146100000,-2.07E+01,-1.23E+02,-2.00E+01,1.73E+01,-1.98E+01,1.64E+01,-2.54E+01,-1.47E+02
2151000000,-1.96E+01,-1.47E+02,-2.04E+01,-2.71E+01,-2.02E+01,-2.86E+01,-2.82E+01,1.45E+02
2155900000,-1.85E+01,-1.68E+02,-2.06E+01,-7.00E+01,-2.06E+01,-7.22E+01,-3.74E+01,6.85E+01
2160800000,-1.78E+01,1.72E+02,-2.08E+01,-1.13E+02,-2.09E+01,-1.14E+02,-3.29E+01,-1.25E+02
2165700000,-1.74E+01,1.51E+02,-2.08E+01,-1.56E+02,-2.09E+01,-1.56E+02,-2.59E+01,1.70E+02
2170600000,-1.74E+01,1.31E+02,-2.06E+01,1.61E+02,-2.07E+01,1.61E+02,-2.36E+01,1.06E+02
2175500000,-1.77E+01,1.12E+02,-2.05E+01,1.16E+02,-2.06E+01,1.15E+02,-2.28E+01,3.15E+01
2180400000,-1.83E+01,9.34E+01,-2.07E+01,7.12E+01,-2.08E+01,7.02E+01,-2.13E+01,-4.52E+01
2185300000,-1.89E+01,7.53E+01,-2.08E+01,2.75E+01,-2.11E+01,2.73E+01,-1.92E+01,-1.15E+02
2190200000,-1.96E+01,5.83E+01,-2.09E+01,-1.48E+01,-2.11E+01,-1.38E+01,-1.75E+01,1.80E+02
2195100000,-2.01E+01,3.97E+01,-2.06E+01,-5.69E+01,-2.06E+01,-5.53E+01,-1.60E+01,1.13E+02
2200000000,-2.11E+01,1.81E+01,-2.02E+01,-1.02E+02,-2.00E+01,-1.02E+02,-1.53E+01,4.30E+01
2204900000,-2.26E+01,-6.65E+00,-2.00E+01,-1.48E+02,-1.99E+01,-1.49E+02,-1.53E+01,-2.58E+01
2209800000,-2.51E+01,-3.59E+01,-1.99E+01,1.67E+02,-2.00E+01,1.66E+02,-1.55E+01,-9.33E+01
2214700000,-2.82E+01,-7.10E+01,-1.99E+01,1.21E+02,-2.00E+01,1.22E+02,-1.54E+01,-1.61E+02
2219600000,-3.04E+01,-1.19E+02,-1.98E+01,7.61E+01,-1.96E+01,7.69E+01,-1.49E+01,1.32E+02
2224500000,-3.00E+01,-1.69E+02,-1.97E+01,3.06E+01,-1.94E+01,2.95E+01,-1.48E+01,6.32E+01
2229400000,-2.87E+01,1.52E+02,-1.95E+01,-1.60E+01,-1.95E+01,-1.85E+01,-1.51E+01,-6.61E+00
2234300000,-2.78E+01,1.27E+02,-1.96E+01,-6.46E+01,-1.99E+01,-6.62E+01,-1.57E+01,-7.66E+01
2239200000,-2.62E+01,1.07E+02,-2.02E+01,-1.10E+02,-2.06E+01,-1.10E+02,-1.64E+01,-1.41E+02
2244100000,-2.48E+01,8.17E+01,-2.05E+01,-1.54E+02,-2.07E+01,-1.52E+02,-1.71E+01,1.57E+02
2249000000,-2.41E+01,5.49E+01,-2.06E+01,1.62E+02,-2.06E+01,1.63E+02,-1.85E+01,9.29E+01
2253900000,-2.38E+01,2.79E+01,-2.07E+01,1.18E+02,-2.07E+01,1.18E+02,-2.04E+01,2.47E+01
2258800000,-2.39E+01,1.20E+00,-2.09E+01,7.33E+01,-2.09E+01,7.33E+01,-2.17E+01,-4.44E+01
2263700000,-2.38E+01,-2.58E+01,-2.10E+01,2.97E+01,-2.11E+01,3.05E+01,-2.24E+01,-1.10E+02
2268600000,-2.32E+01,-5.50E+01,-2.09E+01,-1.33E+01,-2.08E+01,-1.20E+01,-2.30E+01,-1.73E+02
2273500000,-2.21E+01,-8.95E+01,-2.06E+01,-5.86E+01,-2.03E+01,-5.82E+01,-2.50E+01,1.22E+02
2278400000,-2.12E+01,-1.25E+02,-2.06E+01,-1.06E+02,-2.04E+01,-1.07E+02,-3.10E+01,6.11E+01
2283300000,-2.04E+01,-1.56E+02,-2.09E+01,-1.51E+02,-2.08E+01,-1.53E+02,-4.20E+01,7.53E+01
2288200000,-1.96E+01,1.76E+02,-2.10E+01,1.65E+02,-2.10E+01,1.63E+02,-3.29E+01,6.68E+01
2293100000,-1.92E+01,1.51E+02,-2.11E+01,1.19E+02,-2.12E+01,1.18E+02,-2.86E+01,2.29E-01
2298000000,-1.90E+01,1.29E+02,-2.12E+01,7.45E+01,-2.14E+01,7.32E+01,-2.52E+01,-6.97E+01
2302900000,-1.90E+01,1.07E+02,-2.14E+01,2.96E+01,-2.16E+01,2.91E+01,-2.26E+01,-1.34E+02
2307800000,-1.90E+01,8.54E+01,-2.15E+01,-1.49E+01,-2.17E+01,-1.46E+01,-2.09E+01,1.63E+02
2312700000,-1.92E+01,6.35E+01,-2.16E+01,-5.99E+01,-2.17E+01,-5.95E+01,-2.00E+01,9.83E+01
2317600000,-1.96E+01,4.14E+01,-2.18E+01,-1.05E+02,-2.18E+01,-1.05E+02,-1.92E+01,3.02E+01
2322500000,-2.03E+01,1.95E+01,-2.20E+01,-1.49E+02,-2.22E+01,-1.50E+02,-1.85E+01,-3.76E+01
2327400000,-2.15E+01,-2.84E+00,-2.23E+01,1.67E+02,-2.25E+01,1.67E+02,-1.81E+01,-1.03E+02
2332300000,-2.30E+01,-2.72E+01,-2.25E+01,1.23E+02,-2.26E+01,1.25E+02,-1.74E+01,-1.67E+02
2337200000,-2.48E+01,-5.66E+01,-2.27E+01,8.06E+01,-2.24E+01,8.21E+01,-1.64E+01,1.27E+02
2342100000,-2.64E+01,-9.59E+01,-2.27E+01,3.83E+01,-2.23E+01,3.77E+01,-1.54E+01,6.03E+01
2347000000,-2.66E+01,-1.43E+02,-2.25E+01,-3.37E+00,-2.23E+01,-6.15E+00,-1.47E+01,-8.60E+00
2351900000,-2.57E+01,1.75E+02,-2.19E+01,-4.84E+01,-2.21E+01,-5.09E+01,-1.47E+01,-8.09E+01
2356800000,-2.48E+01,1.45E+02,-2.19E+01,-9.57E+01,-2.22E+01,-9.61E+01,-1.50E+01,-1.50E+02
2361700000,-2.38E+01,1.23E+02,-2.21E+01,-1.41E+02,-2.22E+01,-1.40E+02,-1.50E+01,1.44E+02
2366600000,-2.25E+01,1.02E+02,-2.23E+01,1.75E+02,-2.22E+01,1.75E+02,-1.54E+01,7.85E+01
2371500000,-2.13E+01,7.77E+01,-2.23E+01,1.32E+02,-2.22E+01,1.30E+02,-1.63E+01,9.86E+00
2376400000,-2.05E+01,5.01E+01,-2.21E+01,8.77E+01,-2.24E+01,8.60E+01,-1.70E+01,-5.77E+01
2381300000,-2.00E+01,2.18E+01,-2.19E+01,4.23E+01,-2.24E+01,4.30E+01,-1.73E+01,-1.19E+02
2386200000,-1.97E+01,-5.81E+00,-2.19E+01,-3.24E+00,-2.22E+01,-3.20E-01,-1.79E+01,-1.76E+02
2391100000,-1.96E+01,-3.31E+01,-2.20E+01,-4.79E+01,-2.18E+01,-4.50E+01,-1.89E+01,1.24E+02
2396000000,-1.97E+01,-6.10E+01,-2.18E+01,-9.29E+01,-2.15E+01,-9.18E+01,-2.00E+01,5.80E+01
2400900000,-1.99E+01,-8.98E+01,-2.17E+01,-1.39E+02,-2.15E+01,-1.40E+02,-2.09E+01,-9.59E+00
2405800000,-2.01E+01,-1.19E+02,-2.19E+01,1.74E+02,-2.17E+01,1.73E+02,-2.21E+01,-6.99E+01
2410700000,-1.99E+01,-1.48E+02,-2.21E+01,1.29E+02,-2.20E+01,1.28E+02,-2.38E+01,-1.20E+02
2415600000,-1.94E+01,-1.76E+02,-2.23E+01,8.43E+01,-2.22E+01,8.33E+01,-2.48E+01,-1.67E+02
2420500000,-1.88E+01,1.59E+02,-2.23E+01,3.96E+01,-2.23E+01,3.87E+01,-2.45E+01,1.46E+02
2425400000,-1.82E+01,1.34E+02,-2.24E+01,-5.82E+00,-2.24E+01,-6.64E+00,-2.31E+01,9.64E+01
2430300000,-1.79E+01,1.10E+02,-2.25E+01,-5.19E+01,-2.25E+01,-5.30E+01,-2.16E+01,4.37E+01
2435200000,-1.78E+01,8.56E+01,-2.28E+01,-9.79E+01,-2.29E+01,-9.97E+01,-2.06E+01,-1.43E+01
2440100000,-1.78E+01,6.17E+01,-2.33E+01,-1.43E+02,-2.36E+01,-1.44E+02,-2.00E+01,-7.65E+01
2445000000,-1.77E+01,3.67E+01,-2.36E+01,1.74E+02,-2.41E+01,1.75E+02,-1.91E+01,-1.40E+02
2449900000,-1.79E+01,1.01E+01,-2.37E+01,1.31E+02,-2.40E+01,1.34E+02,-1.83E+01,1.55E+02
2454800000,-1.85E+01,-1.60E+01,-2.38E+01,8.63E+01,-2.37E+01,8.88E+01,-1.78E+01,8.99E+01
2459700000,-1.94E+01,-4.08E+01,-2.40E+01,4.18E+01,-2.37E+01,4.21E+01,-1.74E+01,2.34E+01
2464600000,-2.06E+01,-6.56E+01,-2.42E+01,-3.23E+00,-2.42E+01,-3.86E+00,-1.71E+01,-4.21E+01
2469500000,-2.18E+01,-9.19E+01,-2.46E+01,-4.79E+01,-2.47E+01,-4.78E+01,-1.67E+01,-1.05E+02
2474400000,-2.27E+01,-1.21E+02,-2.52E+01,-9.12E+01,-2.51E+01,-9.02E+01,-1.63E+01,-1.66E+02
2479300000,-2.28E+01,-1.51E+02,-2.56E+01,-1.33E+02,-2.54E+01,-1.32E+02,-1.58E+01,1.31E+02
2484200000,-2.21E+01,1.79E+02,-2.60E+01,-1.74E+02,-2.57E+01,-1.75E+02,-1.52E+01,6.54E+01
2489100000,-2.13E+01,1.52E+02,-2.61E+01,1.46E+02,-2.60E+01,1.44E+02,-1.50E+01,-1.81E+00
2494000000,-2.08E+01,1.26E+02,-2.61E+01,1.07E+02,-2.62E+01,1.04E+02,-1.49E+01,-6.71E+01
2498900000,-2.06E+01,1.02E+02,-2.58E+01,6.62E+01,-2.62E+01,6.50E+01,-1.47E+01,-1.30E+02
2503800000,-2.07E+01,7.82E+01,-2.54E+01,2.47E+01,-2.58E+01,2.63E+01,-1.43E+01,1.67E+02
2508700000,-2.08E+01,5.21E+01,-2.51E+01,-1.69E+01,-2.50E+01,-1.49E+01,-1.39E+01,1.01E+02
2513600000,-2.09E+01,2.38E+01,-2.44E+01,-5.81E+01,-2.42E+01,-5.87E+01,-1.37E+01,3.22E+01
2518500000,-2.10E+01,-5.54E+00,-2.35E+01,-1.02E+02,-2.37E+01,-1.03E+02,-1.38E+01,-3.52E+01
2523400000,-2.13E+01,-3.48E+01,-2.28E+01,-1.48E+02,-2.32E+01,-1.47E+02,-1.42E+01,-9.94E+01
2528300000,-2.19E+01,-6.28E+01,-2.22E+01,1.65E+02,-2.23E+01,1.68E+02,-1.47E+01,-1.65E+02
2533200000,-2.26E+01,-9.19E+01,-2.18E+01,1.18E+02,-2.15E+01,1.20E+02,-1.55E+01,1.26E+02
2538100000,-2.33E+01,-1.25E+02,-2.16E+01,6.92E+01,-2.13E+01,6.88E+01,-1.65E+01,5.95E+01
2543000000,-2.32E+01,-1.62E+02,-2.17E+01,2.18E+01,-2.15E+01,2.02E+01,-1.73E+01,1.66E+00
2547900000,-2.21E+01,1.60E+02,-2.18E+01,-2.42E+01,-2.18E+01,-2.61E+01,-1.79E+01,-5.16E+01
2552800000,-2.06E+01,1.26E+02,-2.17E+01,-6.96E+01,-2.19E+01,-7.11E+01,-1.90E+01,-1.06E+02
2557700000,-1.92E+01,9.59E+01,-2.16E+01,-1.16E+02,-2.18E+01,-1.16E+02,-1.99E+01,-1.62E+02
2562600000,-1.82E+01,6.86E+01,-2.15E+01,-1.63E+02,-2.17E+01,-1.63E+02,-2.00E+01,1.40E+02
2567500000,-1.74E+01,4.23E+01,-2.16E+01,1.49E+02,-2.17E+01,1.49E+02,-1.92E+01,8.21E+01
2572400000,-1.70E+01,1.56E+01,-2.20E+01,1.01E+02,-2.19E+01,1.01E+02,-1.82E+01,2.44E+01
2577300000,-1.69E+01,-1.08E+01,-2.23E+01,5.48E+01,-2.25E+01,5.41E+01,-1.73E+01,-3.40E+01
2582200000,-1.69E+01,-3.63E+01,-2.27E+01,8.34E+00,-2.31E+01,8.78E+00,-1.68E+01,-9.23E+01
2587100000,-1.70E+01,-6.12E+01,-2.33E+01,-3.80E+01,-2.36E+01,-3.51E+01,-1.66E+01,-1.51E+02
2592000000,-1.71E+01,-8.53E+01,-2.41E+01,-8.23E+01,-2.39E+01,-7.88E+01,-1.65E+01,1.47E+02
2596900000,-1.73E+01,-1.09E+02,-2.48E+01,-1.25E+02,-2.42E+01,-1.24E+02,-1.62E+01,7.91E+01
2601800000,-1.74E+01,-1.33E+02,-2.52E+01,-1.67E+02,-2.48E+01,-1.69E+02,-1.57E+01,1.09E+01
2606700000,-1.73E+01,-1.58E+02,-2.58E+01,1.51E+02,-2.58E+01,1.49E+02,-1.51E+01,-5.20E+01
2611600000,-1.72E+01,1.77E+02,-2.65E+01,1.12E+02,-2.66E+01,1.11E+02,-1.50E+01,-1.10E+02
2616500000,-1.71E+01,1.52E+02,-2.67E+01,7.49E+01,-2.68E+01,7.45E+01,-1.50E+01,-1.68E+02
2621400000,-1.70E+01,1.28E+02,-2.65E+01,3.84E+01,-2.65E+01,3.84E+01,-1.49E+01,1.29E+02
2626300000,-1.70E+01,1.05E+02,-2.59E+01,6.04E-01,-2.57E+01,-1.53E-01,-1.46E+01,6.13E+01
2631200000,-1.71E+01,8.21E+01,-2.50E+01,-3.87E+01,-2.50E+01,-4.17E+01,-1.44E+01,-7.03E+00
2636100000,-1.74E+01,5.74E+01,-2.39E+01,-7.96E+01,-2.43E+01,-8.27E+01,-1.44E+01,-7.19E+01
2641000000,-1.78E+01,3.11E+01,-2.26E+01,-1.24E+02,-2.33E+01,-1.24E+02,-1.43E+01,-1.35E+02
2645900000,-1.82E+01,3.35E+00,-2.16E+01,-1.71E+02,-2.20E+01,-1.67E+02,-1.39E+01,1.61E+02
2650800000,-1.86E+01,-2.45E+01,-2.09E+01,1.41E+02,-2.06E+01,1.44E+02,-1.33E+01,9.44E+01
2655700000,-1.91E+01,-5.31E+01,-2.03E+01,9.30E+01,-1.98E+01,9.25E+01,-1.31E+01,2.66E+01
2660600000,-1.99E+01,-8.34E+01,-1.98E+01,4.37E+01,-1.98E+01,4.17E+01,-1.35E+01,-3.73E+01
2665500000,-2.12E+01,-1.17E+02,-1.97E+01,-5.41E+00,-1.99E+01,-5.62E+00,-1.44E+01,-9.73E+01
2670400000,-2.25E+01,-1.57E+02,-1.97E+01,-5.27E+01,-1.98E+01,-5.13E+01,-1.50E+01,-1.58E+02
2675300000,-2.27E+01,1.58E+02,-1.96E+01,-9.88E+01,-1.94E+01,-9.75E+01,-1.50E+01,1.37E+02
2680200000,-2.16E+01,1.16E+02,-1.94E+01,-1.45E+02,-1.91E+01,-1.45E+02,-1.45E+01,6.57E+01
2685100000,-2.02E+01,8.21E+01,-1.91E+01,1.68E+02,-1.89E+01,1.66E+02,-1.46E+01,-4.35E+00
2690000000,-1.87E+01,5.40E+01,-1.86E+01,1.20E+02,-1.88E+01,1.18E+02,-1.58E+01,-6.92E+01
