,Freq='1.71GHz' Phi='0deg',Freq='1.77GHz' Phi='0deg',Freq='1.83GHz' Phi='0deg',Freq='1.885GHz' Phi='0deg',Freq='1.9GHz' Phi='0deg',Freq='1.915GHz' Phi='0deg',Freq='2.01GHz' Phi='0deg',Freq='2.018GHz' Phi='0deg',Freq='2.025GHz' Phi='0deg',Freq='2.575GHz' Phi='0deg',Freq='2.6GHz' Phi='0deg',Freq='2.635GHz' Phi='0deg'
-83,-5.521361972,-8.430420443,-9.133652162,-9.043480578,-8.868167911,-8.541928886,-10.47222092,-10.65202526,-10.69496943,-3.855089515,-4.389660193,-4.896919336
-82,-5.411120072,-8.375060535,-9.101917715,-8.885763135,-8.662079669,-8.290844844,-10.17779181,-10.35127097,-10.38649158,-3.674798189,-4.310609147,-4.966187183
-81,-5.310102311,-8.335087126,-9.079384704,-8.713673877,-8.437858591,-8.020568481,-9.863996661,-10.02972678,-10.05644906,-3.523848957,-4.266718663,-5.085927182
-80,-5.22006623,-8.31376314,-9.069566092,-8.530071135,-8.199025786,-7.735370539,-9.534529914,-9.691186161,-9.708852043,-3.411280599,-4.264777516,-5.260704422
-79,-5.142873785,-8.3145898,-9.076410998,-8.338402916,-7.949731123,-7.440100221,-9.193435626,-9.339850468,-9.348161711,-3.345198301,-4.30973648,-5.491142475
-78,-5.08045704,-8.341243385,-9.104233223,-8.142513856,-7.694507521,-7.139899862,-8.844839237,-8.980062027,-8.979018836,-3.331834688,-4.403161056,-5.770690623
-77,-5.034767371,-8.397477667,-9.157589412,-7.946369278,-7.437952489,-6.83986513,-8.492654158,-8.616014655,-8.605951865,-3.37401065,-4.540810241,-6.080718627
-76,-5.007704106,-8.486977246,-9.241078594,-7.753687327,-7.184337562,-6.544655167,-8.140278608,-8.25145768,-8.233080364,-3.468713361,-4.709167537,-6.384343325
-75,-5.001017612,-8.613139388,-9.359014804,-7.567466873,-6.937142716,-6.258051776,-7.790299705,-7.889409465,-7.863828056,-3.603597016,-4.881314905,-6.621984854
-74,-5.016180723,-8.778750546,-9.514891926,-7.389397653,-6.698511735,-5.982465023,-7.444226927,-7.531899181,-7.500660597,-3.752761395,-5.014088712,-6.716297356
-73,-5.054221316,-8.985508223,-9.710510169,-7.219147426,-6.468633134,-5.718390947,-7.102287222,-7.179762705,-7.144868682,-3.873713644,-5.051014047,-6.595491059
-72,-5.115508059,-9.233319983,-9.944567443,-7.053552434,-6.245080377,-5.463854142,-6.763328824,-6.832530139,-6.796427518,-3.910055012,-4.936466908,-6.230154552
-71,-5.199481896,-9.519295871,-10.21045921,-6.885811985,-6.022208103,-5.213923319,-6.424895604,-6.488455321,-6.453977112,-3.805583166,-4.639915798,-5.654944016
-70,-5.304329385,-9.836357805,-10.4930696,-6.704923689,-5.790805742,-4.960474959,-6.083538374,-6.144744219,-6.114978147,-3.528984967,-4.17543171,-4.952415387
-69,-5.426603457,-10.17146738,-10.76472698,-6.495781238,-5.538337666,-4.692479534,-5.735408059,-5.798026783,-5.77609458,-3.09414885,-3.599060127,-4.215445935
-68,-5.560817094,-10.50371226,-10.98171295,-6.240494183,-5.25016979,-4.397129636,-5.377113927,-5.445072655,-5.433822844,-2.557887632,-2.985906047,-3.51890615
-67,-5.699070916,-10.80300134,-11.0850466,-5.921352599,-4.912040735,-4.062000313,-5.006729027,-5.083671678,-5.085320374,-1.996488489,-2.405146989,-2.909511148
-66,-5.830829487,-11.03086818,-11.01110636,-5.525201397,-4.513539123,-3.678029398,-4.624716854,-4.713504473,-4.729292882,-1.479728541,-1.904963128,-2.405492592
-65,-5.943025519,-11.14530266,-10.71372717,-5.047918359,-4.051606941,-3.242522112,-4.234497905,-4.336761685,-4.366716829,-1.054714472,-1.505963642,-1.997570362
-64,-6.020715149,-11.11030295,-10.18689291,-4.496992084,-3.532625006,-2.761012834,-3.842425131,-3.95828273,-4.001152954,-0.737925996,-1.197154765,-1.648883008
-63,-6.048469418,-10.90719834,-9.46945181,-3.890800734,-2.972036971,-2.247099548,-3.457090137,-3.585091677,-3.63848098,-0.509325744,-0.932326792,-1.297947565
-62,-6.012496018,-10.54135619,-8.62734433,-3.254925628,-2.391639759,-1.720262723,-3.08806523,-3.225366786,-3.286033844,-0.307541976,-0.632912208,-0.873333511
-61,-5.90313676,-10.0396393,-7.729075298,-2.617268262,-1.815723368,-1.202550578,-2.744309269,-2.887015754,-2.951263914,-0.036148293,-0.210681735,-0.324269661
-60,-5.717031998,-9.440647583,-6.830123108,-2.003793828,-1.267419095,-0.715242675,-2.432489786,-2.576090292,-2.640169077,0.401378625,0.386109116,0.348022004
-59,-5.45816347,-8.78415514,-5.968732659,-1.43575802,-0.766024128,-0.276198583,-2.155439709,-2.295273855,-2.355732983,1.042239503,1.134069671,1.086148218
-58,-5.137351428,-8.104382917,-5.167982699,-0.928301992,-0.32535298,0.101979853,-1.910954575,-2.042674556,-2.096637305,1.831658933,1.944155761,1.804232533
-57,-4.770410748,-7.427617784,-4.439411223,-0.489868138,0.047227079,0.413200651,-1.691203129,-1.811205257,-1.856541029,2.655386354,2.708700976,2.422171908
-56,-4.375640777,-6.772425201,-3.786032055,-0.121936866,0.351433999,0.658803184,-1.483146437,-1.58892099,-1.624292873,3.399398491,3.341606051,2.886235578
-55,-3.971365774,-6.150661076,-3.204286446,0.181129491,0.594500694,0.848161022,-1.270386316,-1.360684203,-1.385440892,3.985652754,3.794049722,3.176774185
-54,-3.573950665,-5.568284887,-2.685203308,0.431980437,0.791137648,0.998560259,-1.036538071,-1.111226649,-1.125128687,4.379758993,4.056263728,3.311176856
-53,-3.196370283,-5.025702715,-2.215291992,0.649389062,0.962373163,1.133525499,-0.769411472,-0.828964776,-0.831803648,4.588242883,4.156715317,3.344288199
-52,-2.847207983,-4.517831242,-1.777757517,0.855869833,1.13246824,1.278742997,-0.464364442,-0.509125203,-0.500383393,4.654682965,4.159128027,3.358454996
-51,-2.529940042,-4.034351402,-1.354534565,1.073405444,1.323662472,1.455684458,-0.125064867,-0.154607935,-0.133338726,4.650958704,4.147662466,3.432015759
-50,-2.242477515,-3.560760696,-0.92926671,1.317973013,1.549993974,1.674981117,0.238913234,0.225977007,0.260955735,4.653783112,4.191927828,3.594966699
-49,-1.977124164,-3.080737357,-0.490680466,1.59498348,1.813001419,1.933047797,0.61646857,0.62211855,0.671775242,4.707795405,4.307950974,3.811505475
-48,-1.721291281,-2.579810778,-0.03513302,1.898157612,2.101977767,2.21434523,0.999179626,1.025183702,1.089745602,4.802163078,4.4538674,4.013616431
-47,-1.459353936,-2.049405214,0.432949967,2.212806649,2.399010697,2.498315508,1.383556353,1.430560489,1.509117779,4.888382576,4.570987207,4.156005713
-46,-1.175749662,-1.489541619,0.903188219,2.522020078,2.686317883,2.767484953,1.77065477,1.837535442,1.9279511,4.927049335,4.634418292,4.250208756
-45,-0.858733045,-0.908703584,1.363132432,2.812984493,2.952658794,3.013400167,2.16352757,2.247315556,2.34652278,4.925931963,4.676018423,4.35857687
-44,-0.503433691,-0.320762742,1.802435411,3.081171091,3.196723246,3.238718636,2.563882611,2.660360815,2.764979526,4.94220447,4.763438014,4.546010069
-43,-0.1127417,0.259609345,2.215950657,3.331308012,3.426742574,3.455117927,2.96969353,3.074448878,3.181488635,5.039778318,4.941680522,4.820046932
-42,0.304507555,0.821103045,2.60495375,3.574947446,3.65646724,3.677611412,3.375010893,3.484458854,3.591806274,5.227750932,5.185898125,5.121833275
-41,0.737129558,1.358138189,2.976205861,3.825238239,3.898676975,3.917185969,3.771964052,3.883875915,3.990367084,5.444222583,5.421068475,5.382408446
-40,1.175215446,1.87097743,3.339055922,4.090712208,4.158833165,4.175159946,4.153719251,4.267074511,4.372172225,5.609208211,5.589971053,5.585923455
-39,1.612295283,2.363843953,3.701424095,4.370984276,4.432194093,4.442505505,4.51677379,4.631120818,4.734410792,5.692950295,5.704834494,5.786965362
-38,2.045465284,2.841832774,4.066226525,4.656821258,4.706182286,4.70463129,4.861507177,4.976233281,5.077020645,5.745416528,5.844523576,6.066633216
-37,2.473842715,3.30783036,4.429968622,4.934639543,4.966660212,4.948793312,5.190901775,5.304814514,5.402027646,5.865499198,6.090872278,6.454466243
-36,2.896353642,3.760762993,4.784320683,5.192931629,5.204642305,5.170150022,5.50827496,5.619701633,5.712134375,6.11766509,6.44908225,6.894700685
-35,3.31006854,4.195969442,5.119913837,5.427371452,5.420199141,5.373673718,5.815334227,5.922636031,6.00935842,6.468730921,6.840164657,7.295509451
-34,3.709977678,4.607454517,5.430482521,5.642362317,5.621916974,5.571138477,6.111588887,6.213721982,6.29437637,6.820460674,7.171914293,7.59690619
-33,4.090332417,4.990847782,5.715466467,5.84840677,5.822136832,5.774522772,6.395212108,6.491934495,6.566698568,7.091962354,7.401986579,7.793952495
-32,4.446863312,5.345612652,5.979979335,6.056409612,6.030166886,5.989241849,6.664475617,6.756043427,6.825263576,7.263297002,7.545407372,7.915365544
-31,4.778754276,5.675453118,6.232154292,6.271744428,6.247203553,6.211322974,6.918621549,7.005184938,7.0689245,7.363648377,7.64107292,7.98733122
-30,5.089349164,5.986669659,6.479060169,6.491553554,6.466161408,6.430369058,7.157689674,7.238841222,7.296684856,7.432196785,7.711768351,8.015241365
-29,5.385079563,6.285174274,6.723284644,6.707006636,6.676455081,6.636130298,7.38186329,7.456733398,7.50805634,7.486096038,7.751377654,7.996665981
-28,5.672880984,6.573676241,6.962144396,6.908919188,6.870384308,6.824184185,7.591475361,7.65940706,7.704008821,7.518511233,7.745102455,7.944624323
-27,5.957204777,6.850660446,7.189955098,7.092962726,7.046958618,6.997210323,7.788333358,7.849709686,7.888405442,7.517918018,7.694061175,7.890065032
-26,6.238184762,7.111848221,7.401810858,7.261221526,7.210934168,7.161379623,7.977661419,8.034213132,8.06887925,7.481408047,7.61831722,7.859260154
-25,6.512072069,7.353315644,7.596386199,7.41929413,7.367957861,7.320647133,8.168703348,8.22281099,8.255613176,7.413300691,7.542918013,7.854943998
-24,6.773775598,7.574385164,7.775972706,7.571044808,7.519454392,7.473522918,8.372091803,8.425220337,8.457281949,7.32473517,7.489472249,7.865643858
-23,7.020071623,7.778465592,7.943756752,7.714997817,7.66150678,7.615480691,8.594112719,8.645288178,8.675606966,7.244486155,7.479924249,7.886206516
-22,7.251624113,7.971103021,8.100248027,7.845624899,7.789335594,7.745896046,8.831053822,8.876563967,8.90203949,7.222278604,7.532397629,7.917455903
-21,7.472553412,8.156140778,8.241623989,7.959312368,7.904647338,7.874440465,9.068077733,9.102850925,9.119585053,7.297950084,7.639028478,7.948344651
