,Freq='1.71GHz' Phi='0deg',Freq='1.77GHz' Phi='0deg',Freq='1.83GHz' Phi='0deg',Freq='1.885GHz' Phi='0deg',Freq='1.9GHz' Phi='0deg',Freq='1.915GHz' Phi='0deg',Freq='2.01GHz' Phi='0deg',Freq='2.018GHz' Phi='0deg',Freq='2.025GHz' Phi='0deg',Freq='2.575GHz' Phi='0deg',Freq='2.6GHz' Phi='0deg',Freq='2.635GHz' Phi='0deg'
-118,-8.618808529,-12.62630269,-16.95782526,-22.14181415,-23.70204428,-24.84329267,-19.44647651,-18.57355201,-17.95383692,-16.12803685,-15.43430376,-15.45844021
-117,-8.467400529,-12.57526214,-16.94920928,-22.38682388,-24.06751454,-25.38810316,-18.92800186,-18.10565474,-17.52837352,-15.78509663,-15.14698306,-15.60152795
-116,-8.329552027,-12.52830379,-16.94094151,-22.54680124,-24.31988212,-25.8345949,-18.43970843,-17.67656373,-17.14886971,-15.33936148,-14.91095403,-15.70282759
-115,-8.203098193,-12.48619277,-16.93344262,-22.63087522,-24.48065608,-26.2088235,-17.99592613,-17.29890935,-16.82611646,-14.89504453,-14.73813633,-15.67119802
-114,-8.086546732,-12.44970461,-16.92626398,-22.65631234,-24.58064679,-26.54256963,-17.60614842,-16.97961724,-16.56431502,-14.50676598,-14.60222724,-15.43404058
-113,-7.978932335,-12.41942709,-16.91845512,-22.64380393,-24.65071603,-26.86334399,-17.27450752,-16.71977469,-16.36149084,-14.18534573,-14.45640604,-14.98266726
-112,-7.879659343,-12.39563687,-16.90893891,-22.6130325,-24.71546342,-27.18797979,-17.00015861,-16.5153954,-16.2106408,-13.91415657,-14.25316295,-14.37494973
-111,-7.78835498,-12.37825017,-16.89681606,-22.57979813,-24.79063425,-27.5197086,-16.7781852,-16.35859109,-16.10115946,-13.66431568,-13.96293161,-13.69580073
-110,-7.704748096,-12.3668355,-16.88155517,-22.55483998,-24.88307685,-27.84738955,-16.60069936,-16.23886562,-16.0203422,-13.40688317,-13.58393532,-13.01752504
-109,-7.628580618,-12.36067118,-16.86305883,-22.54385361,-24.9918587,-28.14623387,-16.45796246,-16.1444132,-15.95489043,-13.12162678,-13.13832377,-12.38447024
-108,-7.559552289,-12.35882924,-16.84162347,-22.54812413,-25.10970667,-28.38068504,-16.33945578,-16.06336826,-15.89234812,-12.80116513,-12.65912372,-11.81573046
-107,-7.497294844,-12.36026956,-16.8178272,-22.56537404,-25.22450692,-28.51085013,-16.23486506,-15.98494311,-15.82234349,-12.45000552,-12.17747233,-11.31346664
-106,-7.441369343,-12.36393104,-16.79238512,-22.59062911,-25.32093355,-28.50272537,-16.13493448,-15.90035267,-15.73746619,-12.08001749,-11.71572629,-10.87052293
-105,-7.391279749,-12.36881091,-16.76600686,-22.61704284,-25.3823626,-28.33909916,-16.03212545,-15.80341035,-15.63363734,-11.70511985,-11.28622884,-10.47585071
-104,-7.346496279,-12.37402633,-16.73928074,-22.6366853,-25.39310181,-28.0252868,-15.92101448,-15.69071568,-15.50993602,-11.33735547,-10.89313382,-10.11797134
-103,-7.30648316,-12.37885636,-16.71259696,-22.64131174,-25.34069392,-27.58604143,-15.79839304,-15.56143684,-15.36798446,-10.98503368,-10.53510796,-9.786964207
-102,-7.270726702,-12.38276446,-16.68611204,-22.62310469,-25.21778455,-27.05609623,-15.66308519,-15.41678316,-15.21109341,-10.65252508,-10.20780437,-9.475368758
-101,-7.238760909,-12.38540387,-16.65974935,-22.57534761,-25.02299958,-26.47031741,-15.51555273,-15.25932057,-15.04338754,-10.34096619,-9.905735725,-9.17830779
-100,-7.21018893,-12.38660927,-16.6332271,-22.49296086,-24.76056219,-25.85757006,-15.35739058,-15.09228546,-14.86907413,-10.04926963,-9.623515846,-8.893112817
-99,-7.184699554,-12.38637848,-16.60610345,-22.37282704,-24.4388549,-25.23871552,-15.1908151,-14.91901023,-14.69193204,-9.775085808,-9.356560197,-8.61871162
-98,-7.162078635,-12.3848478,-16.57782947,-22.21386116,-24.06849035,-24.62720394,-15.01822296,-14.74251367,-14.51502228,-9.515561032,-9.101370219,-8.354988214
-97,-7.142215731,-12.38226401,-16.5478017,-22.01683162,-23.66049447,-24.03068013,-14.84186066,-14.5652581,-14.34057669,-9.267854993,-8.855530783,-8.102249524
-96,-7.12510658,-12.3789552,-16.51540831,-21.78399055,-23.22498477,-23.45266756,-14.66361201,-14.3890437,-14.17000721,-9.029440198,-8.617539626,-7.860855051
-95,-7.110852078,-12.37530166,-16.48006461,-21.51860525,-22.7704417,-22.89395758,-14.48488859,-14.21499966,-14.00398322,-8.798230463,-8.386566321,-7.631007007
-94,-7.09965449,-12.37170725,-16.44123523,-21.22448485,-22.30347592,-22.35363579,-14.30659828,-14.04363413,-13.84253781,-8.572591082,-8.16221007,-7.412666613
-93,-7.091811486,-12.36857088,-16.398442,-20.90557442,-21.828922,-21.82979697,-14.12916651,-13.87491368,-13.68517832,-8.351278287,-7.944296463,-7.205553235
-92,-7.087708495,-12.36625735,-16.35125719,-20.56565508,-21.35010176,-21.32002686,-13.95258892,-13.70835282,-13.53098808,-8.133345406,-7.732728781,-7.009187938
-91,-7.087809635,-12.36506617,-16.29928296,-20.20815703,-20.86914546,-20.82172089,-13.77650031,-13.54310308,-13.37871489,-7.91804135,-7.52739254,-6.822953585
-90,-7.092647283,-12.36519689,-16.24211774,-19.8360712,-20.3873052,-20.33229276,-13.6002503,-13.3780371,-13.22684699,-7.70471623,-7.328102681,-6.646154475
-89,-7.102810102,-12.36670934,-16.17931068,-19.45193469,-19.90522876,-19.84930981,-13.42298053,-13.21182769,-13.07368054,-7.492740569,-7.134579429,-6.478067144
-88,-7.118929052,-12.36947721,-16.11030516,-19.05786389,-19.4231829,-19.37057974,-13.24370114,-13.0430236,-12.91738396,-7.281439392,-6.946439157,-6.317979632
-87,-7.141660627,-12.37313349,-16.03437228,-18.6556124,-18.94122623,-18.89420438,-13.06136567,-12.87012491,-12.75606467,-7.07004023,-6.76318863,-6.165219382
-86,-7.171666183,-12.37700694,-15.95053563,-18.24663623,-18.45933641,-18.41861035,-12.87494377,-12.69166005,-12.58784279,-6.857634502,-6.584213678,-6.019170709
-85,-7.209585835,-12.38004949,-15.8574891,-17.83215424,-17.97749789,-17.94256245,-12.68349062,-12.50626508,-12.41093452,-6.643153944,-6.408756208,-5.879281808
-84,-7.256004905,-12.38075583,-15.75351137,-17.41319605,-17.49575626,-17.46516326,-12.48621049,-12.31276388,-12.22374495,-6.425367234,-6.235876638,-5.745059414
-83,-7.311410312,-12.3770789,-15.63638317,-16.99063302,-17.01424423,-16.98584053,-12.28251075,-12.11024486,-12.0249665,-6.202905513,-6.064402775,-5.616046796
-82,-7.376133697,-12.36634814,-15.50331794,-16.56519039,-16.53318358,-16.5043233,-12.07204134,-11.89812797,-11.81367536,-5.974327984,-5.892871409,-5.491778573
-81,-7.450277393,-12.34520185,-15.35092138,-16.13744012,-16.05286627,-16.02060692,-11.85471411,-11.67621332,-11.58941487,-5.738238236,-5.719475779,-5.37170461
-80,-7.5336188,-12.30955018,-15.17520184,-15.70777529,-15.57361743,-15.53490676,-11.63069707,-11.4447028,-11.35225311,-5.493456666,-5.5420401,-5.255076065
-79,-7.625488577,-12.25459088,-14.97165757,-15.27636822,-15.09574268,-15.04760075,-11.40038003,-11.2041868,-11.10280184,-5.239242778,-5.358049946,-5.140790783
-78,-7.724618746,-12.17490279,-14.7354667,-14.8431156,-14.61946205,-14.55916046,-11.16431115,-10.95559126,-10.84218723,-4.975543822,-5.164770903,-5.02720423
-77,-7.828959196,-12.06464069,-14.46179674,-14.40757599,-14.14483362,-14.07007178,-10.92310787,-10.70008464,-10.57196763,-4.703226237,-4.959482394,-4.911927145
-76,-7.935466499,-11.91784506,-14.14622891,-13.96890725,-13.6716711,-13.58074649,-10.67735041,-10.43895,-10.29400055,-4.424230003,-4.739833694,-4.791652349
-75,-8.039879058,-11.72885943,-13.78525972,-13.52581472,-13.19946142,-13.09142822,-10.42747093,-10.17343312,-10.01026841,-4.141580366,-4.504292799,-4.6620778
-74,-8.136509236,-11.49281862,-13.37680533,-13.07652423,-12.72729131,-12.60209812,-10.1736558,-9.904583352,-9.72267883,-3.859201418,-4.252612231,-4.51801288
-73,-8.218106723,-11.20614009,-12.92060851,-12.61879692,-12.25379483,-12.1123887,-9.915781341,-9.633108347,-9.432860939,-3.581500834,-3.986195247,-4.353754448
-72,-8.275874836,-10.86693176,-12.41844975,-12.15000355,-11.77713704,-11.62151742,-9.653402869,-9.359267225,-9.141982751,-3.312729248,-3.70823301,-4.163778288
-71,-8.299741811,-10.47523433,-11.87410008,-11.66727309,-11.29505053,-11.12825475,-9.385811629,-9.082826423,-8.850616924,-3.056155086,-3.423512587,-3.943697607
-70,-8.278981891,-10.03304981,-11.29301403,-11.16772089,-10.80494015,-10.63094324,-9.112161598,-8.803097826,-8.558681281,-2.813136514,-3.137862238,-3.691309052
-69,-8.203220315,-9.54415848,-10.68182327,-10.64874588,-10.30406465,-10.12758243,-8.831648475,-8.519066504,-8.265475208,-2.582225996,-2.857279794,-3.407435818
-68,-8.063730128,-9.013775663,-10.04773025,-10.10836506,-9.789790757,-9.615988422,-8.543698311,-8.229594448,-7.969820166,-2.358521993,-2.586854024,-3.096264918
-67,-7.854767594,-8.448127333,-9.397906323,-9.54553374,-9.259896483,-9.094024213,-8.248100355,-7.933658864,-7.670290467,-2.133581019,-2.329626833,-2.765000782
-66,-7.574581408,-7.85402292,-8.738976393,-8.960388574,-8.712880145,-8.559878604,-7.945007853,-7.630555519,-7.365490452,-1.896264051,-2.085569984,-2.422871007
-65,-7.225765921,-7.238481293,-8.076638018,-8.354357009,-8.148217468,-8.01235216,-7.63474194,-7.319981403,-7.054303632,-1.634785157,-1.850889925,-2.079708279
-64,-6.814833117,-6.608435036,-7.415431928,-7.730101028,-7.566508875,-7.451094398,-7.317373204,-7.001919482,-6.736021635,-1.339817759,-1.617937356,-1.744405639
-63,-6.351154149,-5.970511726,-6.758660862,-7.091300433,-6.969477379,-6.876735874,-6.992121268,-6.676289622,-6.410270807,-1.007842883,-1.376040715,-1.423501297
-62,-5.845613808,-5.33087527,-6.108443952,-6.442317225,-6.359810745,-6.29087613,-6.656696653,-6.342401501,-6.076700743,-0.643407821,-1.113489955,-1.120070732
-61,-5.309341195,-4.695106083,-5.465889708,-5.787806146,-5.740879251,-5.695921102,-6.306797349,-5.998334993,-5.734477734,-0.259165311,-0.820536807,-0.833070308
-60,-4.752759216,-4.068102781,-4.831366395,-5.132340709,-5.116389287,-5.094801482,-5.936039523,-5.640460753,-5.381719658,0.126454231,-0.492672021,-0.557315278
-59,-4.185032829,-3.453996304,-4.204840168,-4.480111239,-4.490044114,-4.490633975,-5.53659851,-5.263369273,-5.015090697,0.49302635,-0.132936415,-0.284327336
-58,-3.613872193,-2.856076813,-3.586238952,-3.834728781,-3.86527482,-3.886400657,-5.100691393,-4.860455701,-4.629810785,0.822108005,0.247862039,-0.004212612
-57,-3.045588036,-2.276742272,-2.975787647,-3.199144182,-3.245081961,-3.28471496,-4.622703984,-4.425255202,-4.220284317,1.100546638,0.633292309,0.291615879
-56,-2.485288872,-1.717484328,-2.374255077,-2.575670458,-2.631999253,-2.687719564,-4.101343871,-3.953320073,-3.781377584,1.322865439,1.005039321,0.607642461
-55,-1.937128105,-1.178930597,-1.783061614,-1.966081084,-2.028162118,-2.097128231,-3.540957558,-3.444071531,-3.310084871,1.492738713,1.346997568,0.942593401
-54,-1.404534632,-0.660961498,-1.204220717,-1.371747891,-1.435441243,-1.514387538,-2.951360253,-2.901878033,-2.807034153,1.623370183,1.648696817,1.289901125
-53,-0.890384316,-0.162912198,-0.640122866,-0.793780114,-0.85558868,-0.940902918,-2.346157837,-2.335821021,-2.277197447,1.736121252,1.907487032,1.640259952
-52,-0.39708945,0.316145212,-0.093206451,-0.233131099,-0.290344078,-0.378254285,-1.74018376,-1.758155631,-1.729424188,1.856536483,2.129148605,1.98509635
-51,0.073399986,0.777066837,0.434413187,0.309349045,0.258537564,0.171673264,-1.146915972,-1.182015188,-1.174904403,2.00773427,2.326613087,2.319283966
-50,0.51967482,1.220302158,0.941274461,0.832919991,0.789350647,0.706695737,-0.576537409,-0.619113012,-0.625090729,2.203185646,2.51666647,2.641851159
-49,0.94100305,1.645630906,1.426783307,1.337004416,1.300580895,1.224485545,-0.034927037,-0.078031439,-0.089728834,2.442669602,2.715268533,2.954485561
-48,1.337490123,2.052045671,1.891252952,1.821261524,1.791083674,1.722842256,0.476423645,0.436628776,0.424520194,2.714150283,2.933255828,3.258898478
-47,1.710219368,2.437833899,2.335744202,2.285648571,2.260243814,2.200008715,0.95971317,0.924226452,0.914652232,3.00047449,3.174580563,3.55496651
-46,2.061322997,2.80087251,2.761722713,2.730442307,2.708063838,2.65494634,1.419555646,1.387319843,1.381095676,3.286679763,3.437842293,3.841276969
-45,2.393935552,3.139099205,3.170597788,3.156205446,3.135145329,3.08749153,1.861398626,1.830387916,1.826838075,3.564014739,3.719435568,4.118064056
-44,2.711994959,3.451081315,3.563250413,3.563701469,3.542558088,3.498345129,2.289987859,2.258332748,2.256147528,3.829489737,4.015409025,4.390449108
-43,3.019884901,3.73657542,3.939679217,3.953777801,3.931625914,3.888891477,2.708269848,2.675130034,2.673210479,4.082616193,4.320452186,4.668868415
-42,3.321954901,3.996961503,4.298875973,4.327246253,4.303685276,4.260892335,3.117023781,3.082982186,3.081039338,4.322629907,4.625324554,4.964668775
-41,3.622000571,4.235442168,4.638985161,4.684786628,4.659882523,4.616139783,3.515270148,3.482181114,3.480933957,4.549168547,4.91608541,5.282198882
-40,3.92281585,4.456921858,4.957722937,5.026885973,5.001059773,4.956165445,3.901221018,3.871637385,3.872596328,4.766858998,5.177781756,5.612471232
-39,4.225921156,4.667530135,5.252959452,5.35380918,5.327743203,5.282081155,4.273364589,4.249797772,4.254766043,4.990624313,5.402267227,5.93378801
-38,4.531520207,4.873833327,5.523329366,5.665586585,5.640205499,5.594572922,4.631288019,4.615570961,4.626076828,5.245798377,5.596745216,6.220180925
-37,4.838662505,5.081880138,5.76873502,5.962008285,5.938547833,5.894007931,4.975998879,4.968940644,4.985803945,5.55801924,5.787637886,6.453413559
-36,5.14552459,5.296310945,5.990634893,6.24263239,6.222750917,6.180573576,5.309712,5.311106871,5.33426618,5.935146434,6.013757049,6.633052423
-35,5.449702978,5.519772012,6.192052318,6.506834881,6.492679055,6.454370174,5.635244519,5.644175214,5.672798072,6.353891182,6.306587421,6.780343454
-34,5.748441701,5.752782843,6.377287765,6.753936795,6.748067633,6.715424319,5.955263664,5.97054964,6.003352706,6.764123019,6.667138458,6.93229308
-33,6.038776228,5.994038228,6.551372145,6.983427834,6.98855583,6.96365356,6.27164211,6.292252053,6.32789641,7.109237961,7.058315014,7.124439722
-32,6.317628471,6.24097236,6.719357951,7.195264214,7.213819919,7.198858669,6.585098694,6.61038229,6.647798594,7.349445332,7.421234677,7.369037324
-31,6.581908149,6.490352186,6.885598404,7.390166876,7.423814454,7.420817812,6.895170461,6.924855053,6.963397448,7.478072322,7.702837579,7.644608318
-30,6.828658624,6.738719138,7.05318775,7.569808138,7.619058199,7.629502162,7.200433337,7.234434925,7.273842313,7.527417842,7.877699127,7.907192126
-29,7.055247351,6.98261456,7.223702672,7.73677502,7.800843896,7.825349355,7.498821052,7.536986499,7.577206895,7.559698183,7.95711742,8.114764973
-28,7.259568661,7.218634483,7.397291251,7.89425058,7.97124041,8.009463145,7.787909814,7.829810067,7.870782709,7.637694162,7.984098584,8.247539491
-27,7.440219993,7.443417659,7.573032961,8.045455239,8.132811067,8.183596362,8.065117585,8.10995976,8.151439023,7.785173625,8.012488746,8.313937712
-26,7.596633577,7.65367099,7.749396263,8.19300451,8.288084161,8.349839875,8.327856122,8.374512648,8.415975436,7.969530562,8.075547325,8.340945854
-25,7.72917624,7.846300608,7.924598521,8.338408694,8.438939055,8.510068892,8.573713586,8.620819066,8.661454239,8.125480589,8.164869034,8.354023195
-24,7.839242912,8.018672318,8.096741066,8.481908095,8.586146726,8.665337066,8.800707421,8.846768361,8.885526106,8.196854772,8.239196197,8.359210051
-23,7.929342841,8.168986562,8.26372369,8.622696425,8.729267106,8.815480882,9.007553003,9.051043692,9.086726647,8.164876581,8.255029484,8.341475346
-22,8.003113107,8.296718267,8.423080175,8.759399511,8.86695141,8.959138445,9.193807738,9.233259153,9.264649153,8.053895951,8.193851093,8.280389469
-21,8.065126363,8.403031135,8.571952514,8.890551621,8.997497484,9.094202622,9.359746218,9.393845841,9.419859553,7.918386238,8.071617328,8.1694481
