,Freq='1.71GHz' Phi='0deg',Freq='1.77GHz' Phi='0deg',Freq='1.83GHz' Phi='0deg',Freq='1.885GHz' Phi='0deg',Freq='1.9GHz' Phi='0deg',Freq='1.915GHz' Phi='0deg',Freq='2.01GHz' Phi='0deg',Freq='2.018GHz' Phi='0deg',Freq='2.025GHz' Phi='0deg',Freq='2.575GHz' Phi='0deg',Freq='2.6GHz' Phi='0deg',Freq='2.635GHz' Phi='0deg'
-144,-15.24874787,-13.1688044,-13.36507987,-16.98980719,-17.89485737,-18.39869719,-15.11364787,-14.84993677,-14.64256031,-11.01487097,-10.52204089,-10.13200099
-143,-15.15817664,-12.94314002,-13.189489,-17.03026834,-17.92434296,-18.31937877,-14.80447023,-14.51510121,-14.28918258,-10.82048048,-10.43351191,-10.18251179
-142,-15.05160712,-12.68257973,-13.09058814,-17.06590682,-17.88039169,-18.14692202,-14.44960942,-14.13587497,-13.89744257,-10.68131535,-10.42348356,-10.39925309
-141,-14.90111666,-12.4131954,-13.06832824,-17.04556337,-17.76626788,-17.95643355,-14.05181655,-13.73245089,-13.49823879,-10.64399682,-10.57780301,-10.71487222
-140,-14.68019137,-12.17006944,-13.09755524,-16.9726074,-17.64120762,-17.82594283,-13.65222516,-13.3492549,-13.13481386,-10.78184978,-10.8923716,-10.95937278
-139,-14.37954912,-11.98038556,-13.14186288,-16.89343055,-17.56885905,-17.78601108,-13.29554461,-13.02151066,-12.83307708,-11.09268573,-11.2338346,-11.03282731
-138,-14.01276563,-11.8540597,-13.17210869,-16.85889472,-17.57620686,-17.80962762,-13.00288351,-12.75698212,-12.590543,-11.46111223,-11.43478152,-11.0153551
-137,-13.60872278,-11.78330093,-13.18025918,-16.89214527,-17.64246478,-17.83232189,-12.76573389,-12.53765383,-12.38341716,-11.72394174,-11.46039437,-11.0512197
-136,-13.19816566,-11.74859466,-13.18004666,-16.97823059,-17.71302795,-17.79158258,-12.55656554,-12.33436748,-12.18368769,-11.81266985,-11.43305708,-11.18493065
-135,-12.80353728,-11.72808712,-13.19507636,-17.07348171,-17.73070921,-17.66583107,-12.3470582,-12.12510831,-11.97631248,-11.8112103,-11.47954046,-11.32962423
-134,-12.43560659,-11.70688677,-13.24364141,-17.12893859,-17.66959634,-17.48354797,-12.1242309,-11.90704023,-11.76691515,-11.84519534,-11.61255917,-11.36498963
-133,-12.0953462,-11.68239017,-13.32888678,-17.11735031,-17.54772156,-17.296934,-11.89587824,-11.6960464,-11.57662951,-11.95878614,-11.73911915,-11.27057171
-132,-11.77814801,-11.66338514,-13.43726931,-17.04653754,-17.40930082,-17.14738995,-11.68377084,-11.51632795,-11.42977706,-12.09446452,-11.75903795,-11.1430633
-131,-11.47809013,-11.66420625,-13.54438782,-16.94962374,-17.29495578,-17.04705193,-11.51137591,-11.3884013,-11.3429006,-12.15998127,-11.66661716,-11.08837636
-130,-11.19091573,-11.6976266,-13.62548259,-16.86234659,-17.22205485,-16.97923886,-11.39411417,-11.32172924,-11.31950586,-12.12113189,-11.54727592,-11.13135388
-129,-10.91523132,-11.76969093,-13.66603896,-16.80472781,-17.18128555,-16.91125713,-11.33544566,-11.31311861,-11.35026209,-12.0315141,-11.48650348,-11.20745492
-128,-10.65215866,-11.87772195,-13.66702977,-16.77488328,-17.14531515,-16.81259095,-11.32788219,-11.34924578,-11.41680969,-11.97414125,-11.50119924,-11.21794622
-127,-10.40413914,-12.0112542,-13.64215886,-16.75346709,-17.08394012,-16.67023173,-11.35681472,-11.41139887,-11.49746137,-11.99027866,-11.53541592,-11.11093499
-126,-10.1736542,-12.15510644,-13.60970277,-16.71461684,-16.97922362,-16.49309986,-11.40535992,-11.48087289,-11.57319223,-12.05320395,-11.5048561,-10.92108816
-125,-9.962365656,-12.2935974,-13.584214,-16.63863817,-16.83317294,-16.30433022,-11.45881847,-11.54355658,-11.63215571,-12.08735179,-11.36100062,-10.73224008
-124,-9.770823111,-12.41463539,-13.57174557,-16.52077313,-16.66437965,-16.12843873,-11.50761732,-11.59243968,-11.67130771,-12.01804818,-11.12588546,-10.61456492
-123,-9.598621397,-12.51230632,-13.56929423,-16.3719334,-16.49749179,-15.98143271,-11.54814042,-11.62752846,-11.69496316,-11.82275767,-10.86846777,-10.59214791
-122,-9.444780124,-12.58709979,-13.56742007,-16.21222367,-16.35283751,-15.86706044,-11.58167628,-11.65376038,-11.71150654,-11.54210577,-10.65571986,-10.64328263
-121,-9.308129535,-12.64398583,-13.55452229,-16.06218343,-16.24070026,-15.77823588,-11.61237995,-11.67820076,-11.72997592,-11.24555013,-10.52263701,-10.71710155
-120,-9.187564077,-12.6894819,-13.52120037,-15.93633668,-16.16053105,-15.70149937,-11.64525215,-11.70767913,-11.75768745,-10.99106476,-10.46813938,-10.75755479
-119,-9.082118061,-12.72902087,-13.46326121,-15.84062126,-16.10345532,-15.62258407,-11.68474605,-11.7473921,-11.79917392,-10.80694498,-10.46447762,-10.72781395
-118,-8.990893158,-12.76542914,-13.38249837,-15.77296656,-16.05640517,-15.53136667,-11.73410907,-11.8004136,-11.856123,-10.69293157,-10.47140347,-10.62383398
-117,-8.912908834,-12.79866445,-13.28535198,-15.72567435,-16.00657589,-15.42472854,-11.79525372,-11.86778496,-11.92785107,-10.6291715,-10.45153103,-10.46966588
-116,-8.846953134,-12.82652057,-13.18041494,-15.68850032,-15.94507805,-15.30663939,-11.86888276,-11.94886188,-12.01195493,-10.58666162,-10.3831272,-10.30061574
-115,-8.79149223,-12.84583445,-13.07595943,-15.65164063,-15.86887426,-15.18597106,-11.95467169,-12.0417167,-12.10494933,-10.53708179,-10.26546249,-10.14716052
-114,-8.744667125,-12.85373828,-12.97825618,-15.60800848,-15.78066481,-15.07338295,-12.05142516,-12.14351576,-12.20282304,-10.46062916,-10.11488749,-10.02669092
-113,-8.704376466,-12.84860176,-12.89088557,-15.55438436,-15.68716698,-14.97858792,-12.15720798,-12.25086492,-12.301507,-10.35008603,-9.955333494,-9.942362118
-112,-8.668422691,-12.83047199,-12.81485103,-15.49135112,-15.59673988,-14.90867414,-12.2694861,-12.360139,-12.39726057,-10.21017516,-9.809116712,-9.885790964
-111,-8.634687141,-12.8010008,-12.74917261,-15.42229776,-15.51726406,-14.86751081,-12.38530928,-12.46780033,-12.48697043,-10.05328718,-9.691467315,-9.841297847
-110,-8.601297884,-12.76299934,-12.6916659,-15.35200354,-15.45476736,-14.8559293,-12.50154224,-12.57069007,-12.56834481,-9.894098054,-9.608871558,-9.790638398
-109,-8.566760092,-12.71982968,-12.63969535,-15.28529775,-15.41284959,-14.87232204,-12.61512338,-12.66625946,-12.63998584,-9.745289424,-9.559825325,-9.717563601
-108,-8.530030143,-12.67482643,-12.59077477,-15.22609782,-15.39270926,-14.91338827,-12.72331217,-12.75270735,-12.70133785,-9.615251539,-9.53670911,-9.611379191
-107,-8.490528061,-12.63087045,-12.54295724,-15.17690595,-15.39351863,-14.9748611,-12.82388196,-12.82900545,-12.75253188,-9.507535445,-9.528064607,-9.468647042
-106,-8.448095092,-12.59015511,-12.49501096,-15.13869322,-15.41293979,-15.05212829,-12.91522687,-12.8948162,-12.79416557,-9.421408354,-9.520943985,-9.292702418
-105,-8.402911733,-12.55412606,-12.44641595,-15.11104143,-15.44764744,-15.14070698,-12.99637104,-12.95033097,-12.82706589,-9.352931789,-9.503113769,-9.091513729
-104,-8.355395069,-12.52354529,-12.39723889,-15.09241796,-15.49378477,-15.23656037,-13.06689135,-12.99606934,-12.85207666,-9.29618687,-9.464855609,-8.874959707
-103,-8.306093271,-12.49862534,-12.34794774,-15.08049032,-15.5473194,-15.33626292,-13.12678102,-13.03268045,-12.86989934,-9.244436262,-9.40008749,-8.652510373
-102,-8.25559094,-12.47918794,-12.29921895,-15.07242239,-15.60429129,-15.43703393,-13.17628834,-13.06077812,-12.88099816,-9.191104719,-9.306639551,-8.431797579
-101,-8.204433487,-12.4648149,-12.25177275,-15.06512231,-15.66095863,-15.53666935,-13.21576208,-13.08082679,-12.88556656,-9.130507252,-9.185742411,-8.218070482
-100,-8.153073544,-12.45497259,-12.20625443,-15.05543127,-15.71385717,-15.63340585,-13.24552576,-13.09308135,-12.88354254,-9.058288969,-9.041002315,-8.014276974
-99,-8.101838401,-12.44910178,-12.16316425,-15.04025484,-15.75979336,-15.72575048,-13.26579136,-13.09757372,-12.87465625,-8.971579775,-8.877227171,-7.821475975
-98,-8.050914997,-12.44667239,-12.12282965,-15.01664561,-15.79579424,-15.81230369,-13.27661334,-13.0941338,-12.85849382,-8.868908494,-8.69940616,-7.639356966
-97,-8.000347978,-12.44720688,-12.08540891,-14.98184919,-15.81903689,-15.89159563,-13.27787657,-13.08243066,-12.83456357,-8.749952465,-8.5120011,-7.466733826
-96,-7.950046304,-12.45027872,-12.0509148,-14.93332707,-15.82677795,-15.96194769,-13.26930884,-13.06202172,-12.80235508,-8.615209951,-8.318568404,-7.301950954
-95,-7.89979453,-12.45549231,-12.0192485,-14.86876819,-15.8163,-16.02136489,-13.250508,-13.03240014,-12.76138495,-8.46567257,-8.121645799,-7.143183935
-94,-7.849265771,-12.4624505,-11.99023638,-14.78609928,-15.78488717,-16.06746092,-13.2209753,-12.99303423,-12.71122657,-8.302550634,-7.922810866,-6.988640463
-93,-7.798034282,-12.47071457,-11.96366447,-14.68350038,-15.72983724,-16.0974169,-13.18014873,-12.94339551,-12.65152373,-8.127076629,-7.722828236,-6.836677545
-92,-7.745586469,-12.4797601,-11.93930776,-14.55942881,-15.64851294,-16.10797562,-13.12743279,-12.8829745,-12.58198935,-7.94038916,-7.521826624,-6.68585379
-91,-7.691329771,-12.48893118,-11.91695253,-14.41265125,-15.53842974,-16.09547531,-13.06222346,-12.81128561,-12.50239187,-7.743485384,-7.319471565,-6.534934623
-90,-7.634599392,-12.49739441,-11.8964107,-14.24228088,-15.39737275,-16.05592905,-12.983929,-12.7278634,-12.41253216,-7.537223642,-7.115118675,-6.382865691
-89,-7.574663251,-12.50409413,-11.87752564,-14.04781452,-15.22353059,-15.98515642,-12.89198891,-12.63225394,-12.31221451,-7.322357376,-6.907944422,-6.228726825
-88,-7.510725722,-12.5077101,-11.86016837,-13.82916406,-15.01563044,-15.87897159,-12.78589407,-12.52400564,-12.20121521,-7.0995837,-6.697057792,-6.071676515
-87,-7.441930981,-12.50661967,-11.84422296,-13.58667648,-14.77305705,-15.73342573,-12.66521165,-12.40266441,-12.07925319,-6.869593211,-6.481598446,-5.910895312
-86,-7.367366835,-12.49886733,-11.82955912,-13.32113818,-14.49593923,-15.5450913,-12.52961844,-12.26777857,-11.94596767,-6.633110693,-6.260826197,-5.745536102
-85,-7.286070046,-12.48214568,-11.81598947,-13.033761,-14.18519116,-15.31136301,-12.37894473,-12.1189185,-11.80090861,-6.390918944,-6.034204004,-5.574689523
-84,-7.197034158,-12.45379267,-11.80320861,-12.72614975,-13.84250251,-15.03073841,-12.21323,-11.95571576,-11.64354641,-6.143860143,-5.80147287,-5.397373579
-83,-7.09922083,-12.4108108,-11.79071093,-12.4002528,-13.47027816,-14.70303573,-12.03278848,-11.7779241,-11.47330718,-5.892811343,-5.562712941,-5.212556689
-82,-6.991575542,-12.34991383,-11.77768529,-12.05829877,-13.07153528,-14.32951036,-11.8382801,-11.58550217,-11.28963874,-5.638633223,-5.318381545,-5.019221967
-81,-6.873048284,-12.26760494,-11.76288675,-11.7027232,-12.64977004,-13.91284667,-11.63077882,-11.37871342,-11.09210915,-5.382094383,-5.069316878,-4.816476086
-80,-6.74261936,-12.160288,-11.74448997,-11.33608912,-12.20880792,-13.45702377,-11.41182739,-11.15823332,-10.88053467,-5.12377752,-4.816696389,-4.603697709
-79,-6.599329792,-12.02440959,-11.71993659,-10.96100478,-11.75265071,-12.96707652,-11.1834659,-10.92524925,-10.6551266,-4.86397861,-4.561942224,-4.380708459
-78,-6.442314934,-11.85662508,-11.6857995,-10.58004124,-11.28533051,-12.44878908,-10.94822127,-10.68153443,-10.4166388,-4.602615498,-4.306572401,-4.147935715
-77,-6.270838894,-11.65397815,-11.63770108,-10.19565122,-10.81077742,-11.90836362,-10.7090463,-10.42947603,-10.16649091,-4.339167135,-4.052005405,-3.90652528
-76,-6.084326432,-11.41408064,-11.57033632,-9.810090378,-10.33270425,-11.35210212,-10.4692004,-10.17203992,-9.90683903,-4.072667696,-3.799336639,-3.658358271
-75,-5.882388334,-11.1352793,-11.47765931,-9.425341102,-9.854508779,-10.7861277,-10.23206812,-9.912659649,-9.640567875,-3.801778702,-3.54911671,-3.40593468
-74,-5.664836119,-10.81679752,-11.35328165,-9.043039459,-9.379192798,-10.21615908,-10.00091586,-9.655044821,-9.371186046,-3.52495473,-3.30117193,-3.152107019
-73,-5.431682718,-10.45884222,-11.19109266,-8.664405995,-8.909296329,-9.647340721,-9.778591236,-9.402912025,-9.102617622,-3.240702827,-3.05451408,-2.899678614
-72,-5.183127449,-10.06266727,-10.98604065,-8.290182332,-8.446845752,-9.084124132,-9.567173611,-9.159648165,-8.838896215,-2.947913625,-2.807384962,-2.65091719
-71,-4.919526287,-9.63058487,-10.7349283,-7.920576998,-7.993315176,-8.530192699,-9.367590102,-8.927922045,-8.583778588,-2.646218853,-2.557466329,-2.407069613
-70,-4.641351752,-9.165915432,-10.4370134,-7.555226132,-7.549601264,-7.988422132,-9.179220986,-8.709265909,-8.340303309,-2.33631434,-2.302253953,-2.167992503
-69,-4.349150079,-8.672867089,-10.09421509,-7.193177228,-7.116012489,-7.460870282,-8.999534512,-8.503657464,-8.110326682,-2.020188232,-2.039549171,-1.93202762
-68,-4.043506016,-8.156340061,-9.710823738,-6.832906686,-6.692274465,-6.948792039,-8.823814391,-8.309147139,-7.894076688,-1.701212828,-1.767976955,-1.696235422
-67,-3.725026523,-7.621659064,-9.292764587,-6.472383664,-6.277553419,-6.452676599,-8.645069822,-8.121595614,-7.689778823,-1.384086757,-1.487419659,-1.457034358
-66,-3.394353202,-7.07424781,-8.846600866,-6.109192462,-5.870500283,-5.972305034,-8.454235561,-7.934608242,-7.493425738,-1.074635632,-1.199279303,-1.211166782
-65,-3.052208734,-6.519270745,-8.378524006,-5.740721587,-5.469318438,-5.506825693,-8.240756215,-7.739762596,-7.298778537,-0.779478873,-0.906544663,-0.9567521
-64,-2.699475228,-5.961276339,-7.893556701,-5.364418355,-5.071858946,-5.054843984,-7.993580816,-7.527201744,-7.097685808,-0.505544386,-0.613708385,-0.694075417
-63,-2.337293205,-5.403882406,-7.395120832,-4.978092863,-4.675748027,-4.614522492,-7.702466377,-7.286590035,-6.880765004,-0.25937372,-0.326605155,-0.425795832
-62,-1.967161104,-4.849547198,-6.885033735,-4.580236482,-4.278551497,-4.183688345,-7.359343926,-7.00830534,-6.638397007,-0.046134673,-0.052194633,-0.15647586
-61,-1.591009614,-4.299470181,-6.363910923,-4.170302733,-3.877978271,-3.75994818,-6.959423313,-6.684622064,-6.361858921,0.131716906,0.201792849,0.10836294
-60,-1.211225528,-3.753661086,-5.83187149,-3.748889847,-3.472117619,-3.34081647,-6.501778425,-6.310605545,-6.044328645,0.276060876,0.427536124,0.363240404
-59,-0.830607386,-3.211200553,-5.289365914,-3.31777124,-3.059691583,-2.923868022,-5.989345492,-5.884542492,-5.68151935,0.394677845,0.61835031,0.603369734
-58,-0.452249123,-2.670684904,-4.737895037,-2.879744322,-2.640286515,-2.506925562,-5.428464306,-5.407926966,-5.271864394,0.501957675,0.770583625,0.824801983
-57,-0.079364753,-2.130800845,-4.180396493,-2.438304884,-2.214512041,-2.088283827,-4.828169185,-4.885173569,-4.816383264,0.6175005,0.88602991,1.024264717
-56,0.284917468,-1.590922905,-3.62116012,-1.997193461,-1.78403088,-1.666950429,-4.199373992,-4.323230216,-4.318463762,0.761497178,0.974204894,1.199181612
-55,0.637753216,-1.051589455,-3.065276278,-1.559891184,-1.351416971,-1.242856042,-3.553985693,-3.731131007,-3.783709136,0.947326798,1.053135165,1.348369457
-54,0.976732914,-0.51471802,-2.517764219,-1.129159244,-0.919834025,-0.816964666,-2.903929633,-3.119395383,-3.219789265,1.174568434,1.146783411,1.473530623
-53,1.299953206,0.016520605,-1.982616516,-0.706716393,-0.492574643,-0.391214941,-2.260108136,-2.499164829,-2.636075899,1.427121674,1.277945732,1.580964701
-52,1.605993696,0.53815235,-1.462010475,-0.293132506,-0.072547371,0.031744021,-1.63139785,-1.88108659,-2.042868769,1.67875537,1.458461856,1.682218215
-51,1.893807501,1.046058249,-0.955895015,0.112019157,0.338169673,0.448998411,-1.023859103,-1.274117457,-1.450221126,1.903712457,1.682411744,1.792229118
-50,2.162561954,1.536663551,-0.462086146,0.509766162,0.738586529,0.857904542,-0.440348824,-0.684528382,-0.866613506,2.087399696,1.927959451,1.924578462
-49,2.411491119,2.007471791,0.023097741,0.901189184,1.128780509,1.256569784,0.119309949,-0.115396768,-0.297861815,2.232839618,2.167745241,2.085789215
-48,2.639835624,2.457298188,0.503764299,1.286888543,1.509577271,1.644127739,0.657549944,0.433216214,0.253374305,2.35997228,2.381706094,2.272510792
-47,2.846938402,2.886130423,0.983198337,1.666665728,1.882015887,2.020700799,1.177790389,0.963375341,0.787272263,2.496261498,2.565427825,2.4742563
-46,3.032532244,3.294640141,1.462810974,2.039577192,2.246783608,2.387041495,1.683003764,1.477873044,1.305756167,2.660968288,2.730153808,2.680149717
-45,3.197198547,3.683473351,1.941650884,2.404389122,2.603860406,2.743974543,2.174597229,1.978766201,1.810971095,2.852094133,2.894221926,2.884715988
-44,3.342906002,4.05253788,2.416658972,2.760288666,2.952566598,3.091875603,2.652044828,2.466404139,2.303895698,3.046617004,3.070079341,3.088388635
-43,3.473468299,4.400541356,2.883559865,3.107562031,3.292047579,3.430452131,3.113414273,2.939356753,2.783685375,3.215264159,3.255194234,3.292659832
-42,3.594712599,4.724979128,3.33803816,3.447903145,3.622013168,3.758987194,3.556509829,3.395247313,3.248037584,3.341963022,3.433823166,3.494547138
-41,3.714157369,5.022631197,3.776764488,3.784110283,3.943376784,4.076986469,3.980038249,3.832034639,3.694358494,3.436684904,3.588178842,3.686124796
-40,3.840098945,5.290452938,4.197930873,4.119163504,4.258408853,4.384928409,4.384183321,4.249044559,4.121075532,3.535332891,3.710432194,3.860139395
-39,3.980220352,5.526607596,4.601158742,4.454990582,4.570180573,4.684686742,4.770270764,4.647168699,4.528345956,3.685150246,3.808187975,4.016082352
-38,4.140108015,5.731334698,4.98687292,4.791474454,4.881405608,4.979269966,5.139695761,5.028086495,4.917722292,3.920975769,3.902420305,4.159545869
-37,4.322233081,5.907380965,5.3554248,5.126245107,5.193161503,5.271821787,5.492744037,5.392931882,5.290916194,4.246282286,4.021730982,4.294122406
-36,4.525846475,6.059823361,5.70633936,5.455460817,5.504164202,5.564251972,5.828088981,5.741226584,5.648376949,4.631445983,4.196186735,4.414887883
-35,4.747831573,6.195278135,6.038007195,5.775275817,5.811082509,5.856190458,6.143421606,6.070846942,5.988620587,5.027094604,4.448702064,4.514717161
-34,4.984078196,6.320701155,6.347947692,6.083314602,6.109851081,6.144915318,6.436995063,6.37921833,6.30888054,5.381254157,4.780892808,4.60270829
-33,5.230693298,6.442181954,6.633514257,6.379441089,6.397379518,6.42642684,6.709244496,6.665153562,6.606848102,5.654341711,5.16105126,4.716900631
-32,5.484492482,6.56419599,6.892722307,6.665429241,6.672810473,6.697190929,6.96347002,6.930264522,6.882534485,5.832695449,5.530450353,4.90853275
-31,5.742629962,6.689601053,7.12484615,6.943662101,6.937682119,6.95567677,7.2049837,7.178994789,7.139096078,5.939496862,5.831252608,5.198534342
-30,6.001698419,6.820279138,7.33056089,7.215481852,7.194883623,7.202904528,7.43897216,7.417026486,7.381957625,6.033911227,6.039612044,5.549572591
-29,6.256931869,6.957941271,7.511637845,7.48001838,7.446905453,7.441724861,7.668195136,7.648796049,7.616530539,6.185005755,6.183945211,5.89254381
-28,6.502118295,7.104480771,7.670435421,7.73406107,7.694267371,7.675202584,7.89191178,7.875540054,7.845761348,6.425357332,6.332900175,6.181535664
-27,6.730479729,7.261500139,7.809543967,7.972928581,7.934892578,7.904934284,8.106722852,8.095084776,8.068992043,6.725062047,6.54824778,6.424109991
-26,6.936296045,7.42915655,7.931847774,8.191750099,8.164607231,8.130108894,8.308746772,8.303466026,8.282810149,7.017981038,6.833428315,6.665065243
-25,7.116683875,7.604993357,8.04095889,8.386478924,8.378289141,8.347603229,8.49570781,8.497250459,8.483222409,7.252018669,7.131890212,6.938602823
-24,7.272823627,7.783605009,8.141603313,8.554332276,8.57096007,8.552768472,8.667745064,8.675104157,8.667688686,7.416697865,7.376913395,7.232434823
-23,7.41003758,7.957637154,8.23935914,8.693862251,8.738436657,8.740313485,8.826782621,8.83789758,8.835902492,7.53572269,7.538287795,7.499122251
-22,7.536423344,8.119927672,8.339393648,8.805114583,8.877690139,8.904980664,8.975296006,8.987761341,8.989290353,7.640826895,7.632141174,7.696486041
-21,7.660257493,8.265971848,8.444535549,8.890124234,8.987336256,9.042195222,9.115509549,9.127112443,9.130082105,7.751435743,7.700733224,7.81500273
