============================================================================================
ANSOFT                                                                              09/12/17
Directivity Plot 5                                                                  11:52:06

--------------------------------------------------------------------------------------------
         Theta [deg]                dB(DirL3X) []                dB(DirL3X) []                 dB(DirL3X) []                 dB(DirL3X) []                dB(DirL3X) []                 dB(DirL3X) []                dB(DirL3X) []                 dB(DirL3X) []                 dB(DirL3X) []               dB(DirL3X) []                 dB(DirL3X) []                dB(DirL3X) []
                       Freq='1.71GHz' Phi='45deg'   Freq='1.83GHz' Phi='45deg'   Freq='1.885GHz' Phi='45deg'   Freq='1.915GHz' Phi='45deg'   Freq='2.01GHz' Phi='45deg'   Freq='2.025GHz' Phi='45deg'   Freq='2.49GHz' Phi='45deg'   Freq='2.555GHz' Phi='45deg'   Freq='2.575GHz' Phi='45deg'   Freq='2.6GHz' Phi='45deg'   Freq='2.635GHz' Phi='45deg'   Freq='2.69GHz' Phi='45deg'
-180.000000000000000          -25.350387412356433          -22.851563912643861           -23.380473183020296           -23.362725176719241          -20.976200069283621           -19.394405213320049          -20.885107306493115           -21.531026409609471           -21.530648374740920         -21.686075505023936           -21.188897100074882          -18.590589629231960
-179.000000000000000          -25.190194139772565          -22.851010389394762           -23.315038438899034           -23.316933675521092          -20.948503079922212           -19.307747888114996          -20.927239417607503           -21.758136406254870           -21.791637463538393         -21.953304091891333           -21.458396847388119          -18.970197271580226
-178.000000000000000          -25.108763176712973          -22.907738420681373           -23.329007705278649           -23.361021056128308          -21.008306667879463           -19.303532393633319          -21.081014602909534           -22.127788290270697           -22.202917702288339         -22.376044986936101           -21.881843601655579          -19.522105681157960
-177.000000000000000          -25.104135398786894          -23.017752154300261           -23.421292639733370           -23.495848121879575          -21.155194089011804           -19.380211868408924          -21.350410954728364           -22.651898330830473           -22.777642617772884         -22.966902528198645           -22.472192393412890          -20.266577370863196
-176.000000000000000          -25.175022949863287          -23.176116440801550           -23.591537474545117           -23.723916767781287          -21.388922402124390           -19.536350453440924          -21.740233780855910           -23.344708265379921           -23.531522841890535         -23.740507300565202           -23.245655498567999          -21.232985784134332
-175.000000000000000          -25.320572048370913          -23.376309391539458           -23.839794624603069           -24.049376239682026          -21.708743048401406           -19.770098361948460          -22.255932557141101           -24.221533193204564           -24.480643691815594         -24.709898322619779           -24.219818356309410          -22.462640108978000
-174.000000000000000          -25.540015750763509          -23.609413227480658           -24.166044385876873           -24.478035679029837          -22.112214337410379           -20.078353632525928          -22.902751997245872           -25.293297882055224           -25.632866853399708         -25.874171079816342           -25.405511890759335          -24.009562254069404
-173.000000000000000          -25.832128302538781          -23.863172184917794           -24.569402194229678           -25.017268976121223          -22.593119978264596           -20.455413004685653          -23.683453572262671           -26.549027854907735           -26.960662282068419         -27.182238773165022           -26.779734639218596          -25.925119452060251
-172.000000000000000          -26.194333761632635          -24.121059818205982           -25.046754481652936           -25.675545864855938          -23.137916797236198           -20.890840751911274          -24.592911608934770           -27.907123018794017           -28.328058408522484         -28.445555755090130           -28.208913793431240          -28.157021238103525
-171.000000000000000          -26.621237720369656          -24.361700333067240           -25.590413076079241           -26.460948554367477          -23.720083286155713           -21.366284265060948          -25.606208281002264           -29.112062337340067           -29.362542755086697         -29.229922889785101           -29.304019887692458          -30.124637056041259
-170.000000000000000          -27.102257574843250          -24.559251719473146           -26.184227583276151           -27.377133065140296          -24.292469613375694           -21.851269554208372          -26.655295049039154           -29.670440716457858           -29.502936212356467         -29.041361179485293           -29.454841849360278          -30.299353996267119
